name,objra,objdec,C,A,S,nsa_sersic_mass,LogMass,nsa_sersic_ba,nsa_sersic_n,PETRO_TH90,log_age_mean_LW,log_ZH_mean_LW,log_SFR_ssp,log_SFR_Ha,vel_sigma_Re,modelMag_r,sSFR_Ha,sSFR_ssp,Compactness,Morphology_Index,Ellipticity,Z_per_Age,vel_sigma_norm,Central_Brightness,SFR_Consistency,Mass_to_Light,Bulge_Proxy,Mass_Category,Age_Category,Morphology_Category,SFR_Category,Compactness_Quantile,Mass_Category_Ord,Age_Category_Ord,SFR_Category_Ord,Morph_Disco,Morph_Intermedia,Morph_Esferoidal
manga-11021-9102,199.876103405,55.3628297322,-0.9394337632232227,0.4740478094309786,0.048422339164806386,-1.6718117258384655,-1.6778049741089038,0.32002512601641087,-1.0840388979995816,0.2416703808976795,-0.9630199526051281,-1.5348205117768845,-0.8998474104135828,-0.05882556131889186,-0.728209879054929,0.7118524905919171,-9.618932531857823,-9.859657918841743,6.513003637895097,2.716,0.31630159999999996,-0.09035010091386941,0.13731151909861378,9.034752901131606,0.240725386983919,15.421000604748322,0.2926163234937876,Enana,Joven,Disco,Moderada,0.0,0,0,1,True,False,False
manga-11022-12701,218.969868477,5.3127324829,-0.5993493657261869,0.3125777578710169,0.966970787727191,-1.6162395130925677,-1.6218117429377756,1.7358628466817643,-1.0786325207867256,0.6541458846133248,-0.5856901758195608,-1.1409764133448848,-0.1020366385970864,-0.2995469846074146,1.611672289973879,1.190467054524739,-9.969983194077436,-9.3126487995611,6.375766093989984,3.694,0.045614359999999965,-0.07280123900148401,0.3957967349056424,9.134240228064238,0.6573343945163359,15.689168130070156,0.2940903316930607,Enana,Joven,Disco,Pasiva,0.0,0,0,0,True,False,False
manga-11022-12702,219.91458651,5.10172769843,-0.5514792678609147,0.03636366221544566,-0.10799034515289702,-2.091072209973366,-2.0999756255667323,-1.575770415181579,-1.3097656763669956,-0.2967368462838451,-0.6653979918773454,-2.0257296594797367,-0.7291419084001354,0.05153929076139194,2.0610645566928927,1.159735532878602,-9.136360221760402,-9.37857467607998,6.390416137489799,2.9490000000000003,0.76566541,-0.11233699580295808,0.44638262765462433,10.12657807153387,0.242214454319577,15.277459036182119,0.23312128296113965,Enana,Joven,Disco,Moderada,0.0,0,0,1,True,False,False
manga-11022-12703,221.260145487,4.50713606406,-0.6423345678739039,-0.15130992664416784,-0.36424105469818496,-0.40380836999146447,-0.4012716762033353,0.7393832071894316,-0.8140582748577089,0.727090400187037,-0.5267668494159303,-1.0690459288009277,0.45343835890709044,0.5844425063827577,1.1892837042620572,-0.3426609031630098,-9.918570216350178,-9.863721402916083,7.283413751883131,2.692,0.2319152,-0.06991957108966583,0.3432720280868776,7.381114166769144,0.054848813434094604,15.961658212481339,0.368686940587254,Intermedia,Joven,Disco,Moderada,0.0,1,0,1,True,False,False
manga-11022-12704,220.741481058,5.13670177068,0.26416124979244837,-0.1406284637222322,0.14171234575882613,-0.23048667251988694,-0.22730194830752642,-1.5796631656420719,-0.3111057791877153,0.005142759832082502,-0.8101588031600567,-0.5618800987175624,1.0613080103899415,0.773566063063194,0.255664908868651,-0.8046436379295987,-9.878190837774728,-9.587813623181468,7.7278951305006025,3.72,0.7667517500000001,-0.05344010693097236,0.24400842263138972,7.730304362303713,0.29037721459326,15.910423512884986,0.5194368841739407,Intermedia,Joven,Intermedia,Moderada,1.0,1,0,1,False,True,False
manga-11022-12705,221.159823702,4.3346890061,1.342737662216553,0.552119614609568,-0.019697223683961713,1.0940808983058452,1.0939932376524457,1.3306509999944474,1.1662568939117197,0.38115311633049764,0.31004960553575106,1.1211826436497185,1.0122241600669446,0.5178594175851083,-1.0512722062430218,0.3836178330859932,-11.021858264033202,-10.533650228782655,8.47906036063404,3.998,0.11920165999999999,-0.01068119857545005,0.0929265284131048,8.519640171337153,0.4882080352505475,17.303134419405044,0.8888284243428255,Masiva,Media,Esferoidal,Moderada,3.0,2,1,1,False,False,True
manga-11022-1901,220.291238701,4.62029697178,-0.11568340027213211,-0.2676169604419719,-0.17225934736356047,0.4876193406737062,0.49106372902243817,-0.41872343581465077,0.9236649433010902,-1.3369161386671666,1.2400891506643947,0.7059605069402286,-1.22158307687021,-1.2811060462565138,-0.7769576661475971,0.12483807412210579,-13.071295782221938,-11.727927394517957,8.776031514369851,3.248,0.47596824000000004,-0.018129939582545555,0.12604941205169679,10.004154169627675,1.34336838770398,16.785923973824648,0.8463405091598452,Masiva,Vieja,Esferoidal,Pasiva,3.0,2,2,0,False,False,True
manga-11022-1902,220.554212796,3.74122770506,-0.29975923392488796,-0.3885729674294778,-0.24506318263875776,-0.8382300883912439,-0.838065251495682,0.4483721156520201,0.7002800788164262,-1.0126986915338307,0.746977435312886,0.5501078347601062,-1.1881429814581628,-1.285009681298488,0.2424702954908907,0.2988024481891245,-12.11858689485906,-10.742213704347591,7.690960652804123,3.0989999999999998,0.29004379999999996,-0.021783597469842715,0.24539575461571952,9.874928004801673,1.37637319051147,15.899911578189322,0.7994600594018619,Intermedia,Media,Esferoidal,Pasiva,1.0,1,1,0,False,False,True
manga-11022-3701,218.934888483,4.99307980248,0.5120305385421997,-0.6491021368710176,-0.36424105469818496,0.31367556187621576,0.3174589381631983,-0.024594799021717625,0.7961492376491534,-0.09301626018574109,1.6619682335593138,0.7677178261208913,-1.803514085099303,-1.6527642056923963,-1.3524535793640204,-1.1157282029501039,-13.649372432440778,-12.068178886382459,8.156375896190996,3.543,0.38886505000000005,-0.016601655206605163,0.0575979800083689,7.5479914329291375,1.5811935460583202,16.182669450325207,0.8204669500727259,Intermedia,Vieja,Esferoidal,Pasiva,2.0,1,2,0,False,False,True
manga-11022-3702,219.213702685,5.96122976659,-0.5962698255469756,-0.2954828034850651,-0.1403370366638271,-0.23462249689314496,-0.23145092643020548,0.46370310031414963,-1.045790153157977,-0.12516339424759018,-0.42551021490405894,-0.4097731914373064,0.8771348050865686,1.0238375928223014,1.2435326680743533,-0.6036126633631922,-9.672094012654613,-9.704617323420509,7.780111057565758,2.983,0.28693354000000004,-0.047837659494023535,0.34774010792147286,8.059045798315124,0.032523310765895985,15.983694865545576,0.30309103595142084,Intermedia,Joven,Disco,Moderada,1.0,1,0,1,True,False,False
manga-11022-3703,220.041248522,5.37001301866,-1.0618185053363465,-0.4124653251976195,-0.22450515228930656,-0.4867618506567974,-0.4846014722308647,0.1622011113744689,-0.8606581767856217,-1.7852687432071106,-0.7538208559583501,-1.0305376553860295,0.4156496184542229,0.22064969802122936,0.1154742020164155,0.8602081173470773,-10.22256936250211,-9.82820844821098,8.249159723435643,2.625,0.3491474,-0.06926399268945534,0.2298219316522366,11.23162632471913,0.3943609142911302,16.413479320853856,0.35522480231648784,Intermedia,Joven,Disco,Moderada,2.0,1,0,1,True,False,False
manga-11022-3704,220.570359517,3.81241675969,1.013296465837381,-0.609841342022121,-0.04204470851004913,-0.3508520131493115,-0.34809682805681474,-0.9346785795973043,0.8876630087776123,-0.027801199056088355,1.1503494695393908,-0.2087772797384137,-1.2918325946577773,-1.4983121639318628,0.012063898085581047,-0.2513670996672144,-12.876367086365036,-11.187840427704815,7.6540569254873745,4.122,0.59792605,-0.03914757059897147,0.21785115776657832,8.301272957740263,1.68852665866022,16.036933869697137,0.8392794458549254,Intermedia,Vieja,Esferoidal,Pasiva,1.0,1,2,0,False,False,True
manga-11022-6101,220.027462904,3.87356958262,-0.48615562125855105,0.08411532192781658,0.16546645523623593,-1.0767535478699728,-1.0782299399515378,-1.605150347670659,-1.2717655358862157,-0.306868777683398,-0.3531623021417185,-1.2272092762729665,0.14940807608688272,0.0457853864966824,0.9481218501341545,0.3992357765642602,-9.970819303608122,-9.564402855346,7.222381900232667,3.218,0.77388756,-0.07526845185185103,0.3226203924391559,9.2718233405926,0.40641644826212303,15.759110691301492,0.24284673509526425,Enana,Joven,Disco,Moderada,0.0,0,0,1,True,False,False
manga-11022-6102,220.263896196,4.19413360961,1.0865271863386063,-0.19738851209724612,-0.21415278089654166,-0.3222213054055236,-0.31935534429555684,-0.2970288902131922,0.2613987054373171,0.4332930137730159,0.7313690086680082,0.46363583876737646,-1.3659905733493032,-1.559078714151903,0.19028359133463116,-0.20512357074638352,-13.013330050507276,-11.266922193428076,7.475086991959198,3.881,0.44856507,-0.023668640445913762,0.23730142411241179,7.847817677211517,1.7464078570792,16.076474048380458,0.6882680694684491,Intermedia,Media,Intermedia,Pasiva,1.0,1,1,0,False,True,False
manga-11022-6103,219.635747632,6.36916638491,-0.2340076774451466,-0.5070309647888019,-0.16166606428493,0.45221700200756904,0.45575315327160254,0.14645381695420426,-0.13560408239775118,-1.0977422645669912,0.7730823378674349,0.6119138255705332,-0.4917117244922732,0.11414880934021186,-0.028533198609222866,0.09912906945807279,-11.011625268656633,-11.147917784214226,8.659514645022888,3.255,0.35245967,-0.020451101087919452,0.21039918199208182,9.746818734406851,0.13629251555759103,16.750829278566016,0.5726397091703846,Masiva,Media,Intermedia,Moderada,3.0,2,1,1,False,True,False
manga-11022-6104,221.258396368,4.77407110239,-0.525103474338148,-0.05092002435242518,-0.16166606428493,0.37276317469324555,0.3764626118129958,-0.23024438235282813,-0.8081734160895756,-0.3372899103837042,-0.27262293175223873,-0.7563643124753994,1.4324171869176363,1.140087470707134,0.7570132466891284,0.246226794667867,-10.014025866213862,-9.77895791362719,8.299551259485407,2.9400000000000004,0.4337251,-0.058281080637897054,0.2943578148338269,9.139081588177824,0.23506795258667196,16.757968751520142,0.3703957291534042,Intermedia,Joven,Disco,Moderada,2.0,1,0,1,True,False,False
manga-11022-9101,220.606365023,5.37095581699,-3.1709682960259036,5.813292525965725,2.3374440905179505,-1.5375718841121684,-1.5425419241617977,-0.042614666125037594,-0.992680939924177,1.3308303412719,-1.165771466800968,-1.8072423265233593,0.2055578017519814,-0.23075054359939426,2.634973799410599,1.315908192880951,-9.944058777185587,-9.158355489438078,6.124454353376831,1.268,0.3927471,-0.10397171894332302,0.497156809956629,8.49735856001172,0.7857032877475081,15.81395305667801,0.31781074821836064,Enana,Joven,Disco,Moderada,0.0,0,0,1,True,False,False
manga-11022-9102,221.135643276,4.77850459902,2.1382654705540562,0.9537490811058456,-0.8067524089607716,0.9167243001707475,0.9180694525276587,0.5097039687508125,1.2760203609478897,0.43005183898743465,1.0210889880653513,0.27475494522540245,0.13711878267551278,-0.5402151407766274,-0.6389399140526235,0.5728939194402239,-12.166694601631821,-11.006704214563126,8.340335394143334,3.469,0.27763400000000005,-0.02755876789405099,0.1410129017574631,8.672853168396722,1.159990387068696,17.268868254090513,0.9051482536448665,Masiva,Media,Esferoidal,Pasiva,2.0,2,1,0,False,False,True
manga-11024-12701,201.442019476,-0.914642891419,0.6135971550084995,1.6697779603098473,-0.030893606913288397,1.2774559607753142,1.2755167806350396,-0.474326069748879,1.2760203609478897,0.7996899912859334,0.31872320646104396,0.30435249844505274,1.4421346233691734,0.9813897665944656,-0.5273835763702748,1.0215167272407855,-10.74195034673967,-10.378592006820357,8.410688396950773,3.319,0.48864989999999997,-0.027740942852776528,0.15283252992905083,8.768454597929178,0.36335833991931493,17.710092685084966,0.9051482536448665,Masiva,Media,Esferoidal,Moderada,3.0,2,1,1,False,False,True
manga-11024-12702,202.543456591,-2.10481085363,-0.35865981595962315,1.3309953956855762,0.5547581406618981,1.4225568595333447,1.4188765948907944,-0.31500560762870133,-1.1145025119081946,1.6133902587138829,1.678986660075007,1.4861229690944073,-0.8366595580554654,-1.1147614007456519,-0.46073251037421353,-0.10049985088004543,-13.400364787131137,-12.051613698811009,8.116957220788802,3.2960000000000003,0.4525833,-0.003915065227877782,0.15995638224171244,6.573574470194949,1.3487510883201281,17.31280956001669,0.28435178675052497,Masiva,Vieja,Disco,Pasiva,2.0,2,2,0,True,False,False
manga-11024-12703,203.07932098,-1.69429263828,-0.2677487182449057,0.5286184505735365,1.365586309087915,-1.4255572194477255,-1.4296638946944218,-1.1244580628906011,-1.1481440882986003,0.6750219495750086,-0.7106007758577834,-1.8263780407634262,-0.45877862606331865,0.041548262069167244,1.5875414370523762,0.5234017036675059,-9.69962154689099,-9.727920976620746,6.520952866764633,4.119,0.6454698,-0.10260098234479625,0.3916402116266709,8.344222825540879,0.028299429729754966,15.53721786385415,0.2753076256767144,Enana,Joven,Disco,Moderada,0.0,0,0,1,True,False,False
manga-11024-12704,202.859574784,-1.68532654093,-2.0942428342926083,4.957435084594943,3.897616779882424,-0.4301716134210237,-0.42775009994863744,-0.48171328092965465,1.2760203609478897,0.7374830250730602,0.6249544985079908,0.1757764049174035,-0.9972036575961899,0.2119950834545196,-1.1506587251562372,-0.12026463731057127,-10.273862462335408,-10.90106069373055,7.259245096865462,3.3309999999999995,0.49034256,-0.03037036841512698,0.08324840821148606,7.5924183588204714,0.6271982313951421,16.03146388064314,0.9051482536448665,Intermedia,Media,Esferoidal,Moderada,0.0,1,1,1,False,False,True
manga-11024-12705,203.42966,-2.45323,1.1805706769843158,-0.007420134383947553,0.025537658997167492,1.5627714803649262,1.557170315861656,-0.027539599198025642,-0.5464469875679651,2.32128369655665,1.1352137803989655,0.2820435279654351,0.04734663943511492,-0.6913013414450224,-0.8234637082313743,-0.030915398522918185,-12.808704881641606,-11.48975874934308,7.842822790883066,4.099,0.38949882999999996,-0.027257397149201182,0.11869005695869793,5.735938788193385,1.318946132298527,17.430705402911578,0.44802037115735793,Masiva,Vieja,Disco,Pasiva,1.0,2,2,0,True,False,False
manga-11024-1901,202.816626911,-1.64391596369,-0.732124842946788,-0.5933939905162696,-0.32530673560589823,-1.5598196816248933,-1.5649605825641186,1.084415099159105,-0.5929875504506897,-1.6191228319242004,-0.0192181096130959,-0.8599404893184226,-1.3492053763271927,-2.0186865838645405,-0.5455087038662484,1.4120859901508296,-12.994335235820559,-10.299178984629219,7.354120957175193,2.802,0.16532165,-0.061013929214565214,0.1587501162355435,11.734748377449252,2.69515625119134,15.843071733501361,0.4340227894860344,Enana,Media,Disco,Pasiva,0.0,0,1,0,True,False,False
manga-11024-3701,201.251553966,-1.39793084856,0.5347092858392253,-0.7936780906257999,-0.030893606913288397,1.5356257527258896,1.530415043431368,0.4102313205463723,0.9806430302069457,0.20953320271248027,1.5882932795426281,1.7165985383590667,-0.47228042295016415,-0.06078301785552241,-0.37157935173834694,-0.4483513059932759,-11.933593462539282,-11.850024538968754,8.839250156635524,3.9210000000000003,0.2978056,-0.0003131785663380573,0.16957844813599388,7.851677806869545,0.08356892357052692,17.24609316119357,0.8571183664603877,Masiva,Vieja,Esferoidal,Moderada,3.0,2,2,1,False,False,True
manga-11024-3702,202.912434874,-1.77023857457,0.26416124979244837,0.8191502537453347,0.28676802699527704,-1.696572453198914,-1.7027517121837357,-1.1031642021998767,0.6127203113171376,-0.19565517732887863,-1.0110233872901087,-1.2678552575231627,-1.1496371698051095,-1.007289070409778,0.5324352612105352,1.8764900926517993,-10.958939527702338,-10.031541299462168,6.679307785496453,3.588,0.6400546,-0.07931647323687296,0.28206473193625614,10.919387322880356,0.92739822824017,15.967794983650178,0.7791584942922173,Enana,Joven,Esferoidal,Pasiva,0.0,0,0,0,False,False,True
manga-11024-3703,203.752677252,-0.447620213353,-1.1805906308488994,-0.3128332810501527,-0.3351123534804964,-1.967869050400776,-1.975984260524635,-0.10607677492922202,-1.3358884191396823,-0.19565517732887863,-1.663997709500961,-1.08501541873616,-0.12495439848401436,-0.2824379435915077,-0.24708129380146224,1.0541219861880324,-9.655092295242737,-9.036871119404891,6.452958454043925,2.403,0.40649219999999997,-0.07458703007879039,0.19550569817231267,9.895897322880357,0.618221175837846,15.33204965219765,0.22650647784743755,Enana,Joven,Disco,Moderada,0.0,0,0,1,True,False,False
manga-11024-3704,202.786524678,-2.62170252038,-0.39980138765864487,0.3125777578710169,0.3994646672263728,-1.719602641362431,-1.7259538869616875,0.8021075781698411,-0.904642128726611,-0.2764857586055025,-0.3412339995108294,-0.5527301543735885,-0.7788998548646817,-0.44089285098006303,-0.9618464596070939,1.215475423180675,-10.076929306544134,-9.728273222034739,6.694055446004014,3.402,0.2196285,-0.05197075691757042,0.10898340416575558,10.172353839074294,0.348656084509394,15.616244037680165,0.3426363635254391,Enana,Joven,Disco,Pasiva,0.0,0,0,0,True,False,False
manga-11024-6101,203.000954311,-2.7154414616,-0.6530434040222608,0.7666813804957362,0.8258678773739662,-1.7977199439842704,-1.8046458683674051,0.02454451646750599,-1.1966801629184274,0.09487305395808769,-0.7666489139827739,-1.7237332603504405,-0.18449173419474238,-0.05512686826517462,1.7202942565606796,0.8392123049011033,-9.510344135046804,-9.222554395645899,6.472356540766807,3.443,0.37832489999999996,-0.09800496301330562,0.40862517167375184,9.338142520875207,0.28778973940090596,15.374797659722589,0.2624156535005845,Enana,Joven,Disco,Moderada,0.0,0,0,1,True,False,False
manga-11024-6102,202.903771158,-2.70896851712,-0.5654072500749022,-0.381728217506584,0.32396761295163434,-1.541354501854483,-1.5463536164391647,-1.1328343644037433,-1.2631726824710896,-0.2461413780827603,-0.021447310162470222,-0.7373245067876874,-1.3491690711897524,-2.1659450062804746,-0.0704632529153189,1.1758102332642577,-13.331035901106846,-10.314163488550346,6.8273959970908,3.428,0.64760575,-0.05698613348017415,0.21382300486245293,10.093153520686453,3.0168724125565,15.743184716122087,0.24506269077274234,Enana,Media,Disco,Pasiva,0.0,0,1,0,True,False,False
manga-11024-6103,201.215462006,-1.03508337177,-1.7109449527666156,-0.513723943605261,-0.20375179938463964,0.9005674276945402,0.9020260991463923,1.332186056553426,0.22073771471317874,-0.20214722379963834,0.3476884747863838,-0.2265312486890325,-0.33319090693231695,0.5429192556342576,1.710657074364693,0.5277429039130798,-10.870243813496893,-11.334359845558525,8.601636424167292,2.201,0.11891759999999996,-0.041044515477217956,0.38727780302618453,9.303103948551152,0.4641160320616313,17.2381729720527,0.6769222928366763,Masiva,Media,Intermedia,Moderada,3.0,2,1,1,False,True,False
manga-11024-6104,202.632185668,-0.734217754,-0.3125295898337036,-0.05814233252250259,-0.1188193996069093,0.4925662175546347,0.4959968377941616,-0.10538685037776727,-0.18761628758031423,-0.6639773474966485,-0.0010090850857024849,-0.3286406491590145,0.1846690141983435,0.7779214788521964,0.6822384631421479,0.7402929066752681,-10.38494142814397,-10.686797289717562,8.51554172468925,3.117,0.40634214999999996,-0.04456227631476788,0.28601640317102206,10.014490489767502,0.301855861573592,17.057339656088118,0.556932503569176,Masiva,Media,Intermedia,Moderada,3.0,2,1,1,False,True,False
manga-11024-9101,203.031072161,-1.69675203342,-0.9114482850748153,-0.6912947306557182,-0.18280487018470912,-0.7603136642010835,-0.7596568593623659,-0.48225605139137306,-1.1668220930232633,0.22375661687556586,0.17563471460633115,-0.47061731102900084,-0.40438184444720554,-0.06553405951766893,-0.15419062607137454,-0.10214838207992326,-10.34680415727702,-10.207232438340698,7.240511249833119,2.8520000000000003,0.490467,-0.04829043298141539,0.2009207010509148,8.181771644997456,0.13957171893632203,15.791740719140005,0.27032434063377336,Intermedia,Media,Disco,Moderada,0.0,1,1,1,True,False,False
manga-11024-9102,203.095968218,-2.48592309572,-0.3903253678515966,-0.3197593042214464,-0.019697223683961713,-1.0037628328636328,-1.0047181695231338,-1.2730177143827244,-1.1161774449033066,0.2737511243228041,-0.465525046698547,-1.5586917570791405,-0.42334861636742877,0.20060394198089979,-0.08164422614761357,0.019753188173292184,-9.852547054429149,-10.034575202543158,7.032084738620608,3.2319999999999998,0.68385327,-0.08923593145578558,0.21010732352478076,8.252500312156958,0.18202814811400897,15.65513474106369,0.28389943567898585,Enana,Joven,Disco,Moderada,0.0,0,0,1,True,False,False
manga-11025-12701,256.24029088,58.2799101931,-0.09607942103048982,0.3049730301282335,0.03695786789734776,1.3004512655987723,1.29825263778713,-0.10817719506161812,-0.38280834621991205,0.39089091373807167,-0.6445881958055386,-0.05087239100353015,2.3834702945363033,2.3881139779793386,0.34158843815432993,-0.8200498917146662,-9.811881342288231,-9.81544967506711,8.609177003450231,3.293,0.40694909999999995,-0.03812660978532576,0.2470737478955635,7.297881912674115,0.0035683327788800234,16.95313036568645,0.49761918935736843,Masiva,Joven,Intermedia,Activa,3.0,2,0,2,False,True,False
manga-11025-12702,258.362908586,58.0768246467,-0.5048743373751452,1.5862530243455348,0.048422339164806386,1.1248230823502752,1.124451664496449,0.10190150012101995,-0.052666178045761,-0.034865286167033556,0.6520227964322314,-0.3594713806814716,1.1808508442545311,0.3737965911356136,3.1872978199123483,0.6935402589900268,-11.183864084931672,-10.445139553529627,8.679136413585189,2.734,0.36186609999999997,-0.04411572824557688,0.5240767863371423,9.311295363151668,0.738724531402046,17.460020395630387,0.5975085069351892,Masiva,Media,Intermedia,Moderada,3.0,2,1,1,False,True,False
manga-11025-12703,260.861934299,59.4551167448,-0.8966742544847062,0.3967366212227528,-0.1403370366638271,-1.3584284478400688,-1.3620181736884653,-0.40385639869166196,-1.1908552230854808,0.8255881087673754,-0.7542624622319218,-2.064663595626266,-0.7447659923049806,-0.10646964411542523,-0.3597363416302229,0.9776616987735662,-9.931269781863868,-9.995806887268257,6.5061710576134075,2.595,0.4725948,-0.11486156210628767,0.17976338873978484,8.6874898187684,0.06453710540438795,15.796921257411915,0.2639529464663092,Enana,Joven,Disco,Moderada,0.0,0,0,1,True,False,False
manga-11025-12705,258.851993064,57.3224974205,1.419919714269968,-0.5270851230885986,-0.27553005765072436,0.9057961589074839,0.9072183992180937,0.5338413510043323,0.6287413689054288,1.2267120814245376,1.583600379867853,1.0290435041111206,-0.9523758909386512,-0.04026533413178659,-0.8437360858183741,-2.1287766321756885,-11.499199456815363,-11.802554624003763,7.967353292836508,4.096,0.2727739,-0.011752447582080505,0.11749491863031347,5.20225744437146,0.30335516718840005,16.23907644239379,0.7829503031866669,Masiva,Vieja,Esferoidal,Moderada,2.0,2,2,1,False,False,True
manga-11025-1901,258.920198387,57.5352557841,-0.6926877287626577,-0.513723943605261,-0.27553005765072436,-0.22447369918648505,-0.22127006044963335,-0.32167813414381985,-0.16058162049855315,-1.4515422500861863,1.110198263711935,0.7691308783649097,-2.087956515880168,-1.7228742383875149,-0.7676870214699886,-0.24399636246122725,-13.40616030946217,-11.91577142427281,8.31692261111838,2.854,0.45407736,-0.016969863209750784,0.12868891775027186,9.735256580545194,1.4903888851893599,16.13211010620617,0.5651055885177351,Intermedia,Vieja,Intermedia,Pasiva,2.0,1,2,0,False,True,False
manga-11025-1902,259.0999,57.42267,-2.716852080733101,5.1959116096117555,1.772664005659061,0.9126994265741418,0.9140731197482933,0.6859985946055016,1.2760203609478897,-3.636426763704175,1.1457039355461867,1.1268224278207113,-0.3426015800384457,0.19911585178039418,-5.350752604503853,1.2138545329925368,-11.228422691807527,-11.349339193094826,9.871180989369146,1.532,0.2424383,-0.010190986270203112,-0.5513856075995135,13.246527351568151,0.12091650128729897,17.562140176047752,0.9051482536448665,Masiva,Vieja,Esferoidal,Moderada,3.0,2,2,1,False,False,True
manga-11025-3701,256.624194392,58.2319307177,-0.5390781026459793,0.08780224229281387,-0.26542409532664885,-0.0520553677920925,-0.048418862354026565,-0.0782663289684155,1.2760203609478897,3.3239465091483704,-1.1503562950259516,-1.2157244357153247,-0.5356761524626734,-0.21147917611021916,-0.3331320207419558,1.4314884231939053,-11.051279371172413,-10.826595242966476,6.1893424746079155,2.793,0.40045464,-0.07777078689392371,0.1782284533250355,5.971456278912896,0.22468412820593597,17.002802090348624,0.9051482536448665,Intermedia,Joven,Esferoidal,Moderada,0.0,1,0,1,False,False,True
manga-11025-3702,257.052729927,58.4333034738,-0.5854818145426572,0.1210725015275709,-0.09711472451623888,1.0687964599608302,1.0689342531522072,1.3597759332804298,1.2760203609478897,-0.9677780337007313,1.5705112681064268,0.704579354347195,-0.7547291442852913,-1.710105186910832,0.22914712961249226,0.37879052995319495,-14.273718579754275,-11.759856369786936,9.023447637415062,2.914,0.11381923999999999,-0.017903243605119665,0.23601728305986638,9.916904840579207,2.5138622099673382,17.284439828489244,0.9051482536448665,Masiva,Vieja,Esferoidal,Pasiva,3.0,2,2,0,False,False,True
manga-11025-3703,258.527858295,57.9935726249,0.821490315325988,0.15077877590478675,0.26217397227232203,0.30809440905475,0.31188408965862713,-0.6824922348192579,-0.28749215167148023,-0.42877563883610753,1.272747081050117,1.3384219899379701,-1.3504983120465945,-0.9503027511408485,-0.258317952288807,-0.907325594627036,-12.381605109216444,-11.704586764784654,8.292368488982596,4.059,0.5370779299999999,-0.006444942741229431,0.1854980301302278,8.088443381726098,0.6770183444317901,16.255089263598023,0.5266200102363996,Intermedia,Vieja,Intermedia,Pasiva,2.0,1,2,0,False,True,False
manga-11025-3704,258.882099135,57.5024640233,-3.7017931468259904,-0.4294699944975564,-0.3055471289363033,-0.09072683151057152,-0.08716850598997983,-0.11870537727026181,0.19130769695413818,-0.5001526623876661,1.2079866464689242,1.1024795417954842,-1.5566750176458533,-1.2934503383840954,0.19335576272924435,-0.3769657312121831,-12.687317694741504,-11.585248157843754,8.039606045155782,-0.071,0.40924119999999997,-0.0106022824763957,0.23664562054869095,8.668369144504261,1.1020695368977498,16.17583651465994,0.6686227886832066,Intermedia,Vieja,Intermedia,Pasiva,2.0,1,2,0,False,True,False
manga-11025-6101,257.139312744,57.4767036438,-0.13198699676688228,-0.03645166892317018,-0.1403370366638271,-1.0912034980637906,-1.092784694529913,-0.831683798914883,-0.10068485328618683,-0.5717140199413485,-0.7495984285539802,-1.117384434718614,-0.0273188971520445,0.46046382116795015,-0.00036636819381783407,0.7846859971334458,-9.51520076261445,-9.678517721874021,7.319799893339205,3.2030000000000003,0.5727698800000001,-0.07248331303767952,0.21963934323457368,9.971590781783707,0.16331695925957102,15.919053707931589,0.5831405241208683,Enana,Joven,Intermedia,Moderada,0.0,0,0,1,False,True,False
manga-11025-6102,258.947514977,57.3018587528,0.037377194957936094,-0.5503875734550523,-0.17225934736356047,-0.02750658337259003,-0.023826328745498206,-0.7751672321669727,0.011603325875088054,-0.5658437826348535,0.7873016997418163,0.28741497381117026,-1.1500452438431614,-1.4543875469160183,-0.17060239286990048,-0.7934186325702965,-13.02774304668905,-11.31152598736191,8.111650085742145,3.424,0.5591477499999999,-0.02755229790627153,0.19637383026430483,8.334612537327729,1.7162170593271402,16.060879198116922,0.6165811338251007,Intermedia,Media,Intermedia,Pasiva,2.0,1,1,0,False,True,False
manga-11025-6103,258.76416631,59.0725939551,0.17784903813257352,-0.45319053116802577,-0.21415278089654166,1.3534316823434023,1.3506117769381536,-0.4181555988240867,1.2760203609478897,-0.5614798704448151,1.3396738943785058,1.524076460503985,-0.4019530316735899,0.3699320525974323,-1.5064452926824135,0.592352495624891,-11.336239837430899,-11.68143045915559,9.046297081948172,3.4389999999999996,0.47583926,-0.0033555860875499545,0.037888445534781566,9.745011331663324,0.34519062172469106,17.56323067658871,0.9051482536448665,Masiva,Vieja,Esferoidal,Moderada,3.0,2,2,1,False,False,True
manga-11025-6104,258.84719,59.5880638553,1.6986937620701763,0.28599489930565125,0.21348426967319745,1.4117237446732362,1.40818206100786,-0.14805779799725435,0.743692382245432,0.7646387476033142,1.3154089127901822,1.4355383970168865,-0.9295511950107208,-0.19755335707822827,-1.4126360254570207,-0.9260640110461509,-12.024887408476788,-12.115537346706272,8.513226674383517,4.454,0.41564860000000003,-0.00480734394297825,0.049327126306516964,6.780290252660555,0.09064993822948308,16.98533670062516,0.809134216577573,Masiva,Vieja,Esferoidal,Moderada,3.0,2,2,1,False,False,True
